Power,Time
0,0.014881610870361328
1,0.0156252384185791
2,0.01927638053894043
3,0.014063596725463867
4,0.013242483139038086
5,0.018232107162475586
6,0.019100666046142578
7,0.018509864807128906
8,0.020865917205810547
9,0.0188143253326416
10,0.022080421447753906
11,0.019661426544189453
12,0.01972794532775879
13,0.019903182983398438
14,0.021788835525512695
15,0.019579648971557617
16,0.019847869873046875
17,0.021809101104736328
