Power,Time
0,0.0854799747467041
1,0.017963886260986328
2,0.02052927017211914
3,0.020603179931640625
4,0.02044987678527832
5,0.03544497489929199
6,0.02241992950439453
7,0.02356100082397461
8,0.02566695213317871
9,0.03239083290100098
10,0.03407621383666992
11,0.03400421142578125
12,0.028939008712768555
13,0.02988290786743164
14,0.03614187240600586
15,0.03415513038635254
16,0.029859066009521484
