Power,Time
0,0.05431485176086426
1,0.018330097198486328
2,0.022650957107543945
3,0.021086931228637695
4,0.020569801330566406
5,0.02649974822998047
6,0.023492813110351562
7,0.0233919620513916
8,0.023746967315673828
9,0.03883504867553711
10,0.03266501426696777
11,0.028558969497680664
12,0.028267860412597656
13,0.028963088989257812
14,0.032011985778808594
15,0.03234100341796875
16,0.030859947204589844
