Power,Time
0,0.0339663028717041
1,0.029339075088500977
2,0.03036046028137207
3,0.029708147048950195
4,0.03002452850341797
5,0.029580354690551758
6,0.03223991394042969
7,0.03197908401489258
8,0.03613162040710449
9,0.030762910842895508
