Power,Time
0,0.016557931900024414
1,0.013812541961669922
2,0.013317346572875977
3,0.0153656005859375
4,0.013380765914916992
5,0.0194852352142334
6,0.019298553466796875
7,0.021960973739624023
8,0.019299983978271484
9,0.021594762802124023
10,0.022090673446655273
11,0.019536256790161133
12,0.020325422286987305
13,0.02472066879272461
14,0.019720792770385742
15,0.021037578582763672
16,0.021058320999145508
17,0.021523714065551758
