Power,Time
0,0.016149520874023438
1,0.015528202056884766
2,0.015939712524414062
3,0.014079809188842773
4,0.013513326644897461
5,0.01832723617553711
6,0.019446372985839844
7,0.020133495330810547
8,0.021279573440551758
9,0.019031047821044922
10,0.02519845962524414
11,0.0198819637298584
12,0.018540382385253906
13,0.018896818161010742
14,0.02094435691833496
15,0.019942522048950195
16,0.022200345993041992
17,0.020605087280273438
