Power,Time
0,0.015560388565063477
1,0.018256187438964844
2,0.01462101936340332
3,0.016946792602539062
4,0.01890110969543457
5,0.01678609848022461
6,0.021411895751953125
7,0.016645193099975586
8,0.019130706787109375
9,0.01889514923095703
10,0.0247347354888916
11,0.02342510223388672
12,0.02488422393798828
13,0.025120973587036133
14,0.023966550827026367
15,0.02470850944519043
16,0.020595788955688477
17,0.020363569259643555
