Power,Time
0,0.03420710563659668
1,0.02938246726989746
2,0.030576229095458984
3,0.031221389770507812
4,0.029491186141967773
5,0.030652999877929688
6,0.036108970642089844
7,0.030007600784301758
8,0.031125307083129883
9,0.03441047668457031
