Power,Time
0,0.03152108192443848
1,0.032456159591674805
2,0.0298464298248291
3,0.028786897659301758
4,0.03066396713256836
5,0.030970096588134766
6,0.03236508369445801
7,0.03044581413269043
8,0.03860354423522949
9,0.031778573989868164
