Power,Time
0,0.030885696411132812
1,0.03472757339477539
2,0.027227163314819336
3,0.03081822395324707
4,0.030631065368652344
5,0.031958580017089844
6,0.03052043914794922
7,0.03411293029785156
8,0.030869483947753906
9,0.030344724655151367
