Power,Time
0,0.015310049057006836
1,0.014196395874023438
2,0.013094902038574219
3,0.013837575912475586
4,0.013297319412231445
5,0.020872831344604492
6,0.016630172729492188
7,0.018915176391601562
8,0.02117300033569336
9,0.024854421615600586
10,0.0824737548828125
11,0.019915342330932617
12,0.02047586441040039
13,0.019881725311279297
14,0.021142244338989258
15,0.021078109741210938
16,0.020483732223510742
17,0.02169013023376465
